ticker|R1|R3|R5|R10
HALTX|25.26|11.18|18.00|5.24
HGLYX|25.36|11.22|18.06|5.49
HRLAX|-13.85|-7.03||
HRLCX|-10.48|-5.96||
HRLIX|-8.58|-5.00||
HRLRX|-9.04|-5.45||
HRLSX|-8.88|-5.24||
HRLTX|-8.54|-4.96||
HRLYX|-8.50|-4.92||
HLEAX|11.99|7.15|17.23|
HLEBX|12.56|7.50|17.47|
HLECX|16.70|8.40|17.71|
HLEJX|18.71|9.45|18.88|
HLERX|18.26|8.98|18.29|
HLESX|18.58|9.32|18.65|
HLETX|18.96|9.61|18.97|
HLEYX|19.03|9.72|19.03|
HRAAX|6.05|6.12|13.89|
HRABX|6.34|6.38|14.02|
HRACX|10.44|7.32|14.33|
HRAIX|12.63|8.50|15.58|
HRARX|11.88|7.81|14.83|
HRASX|12.32|8.14|15.20|
HRATX|12.62|8.46|15.54|
HGHAX|36.23|22.81|20.06|9.85
HGHBX|37.94|23.45|20.30|9.62
HGHCX|42.20|24.26|20.58|9.68
HGHIX|44.60|25.55|21.79|10.75
HGHRX|43.76|24.87|21.17|10.19
HGHSX|44.22|25.24|21.56|10.55
HGHTX|44.65|25.64|21.93|10.79
HGHYX|44.78|25.72|22.00|11.01
HAHAX|1.01|5.37|13.81|6.22
HAHBX|0.01|5.30|13.79|5.90
HAHCX|3.87|6.18|14.01|5.94
HAHIX|6.01|7.33|15.27|6.95
HAHRX|5.45|6.73|14.55|6.41
HAHSX|5.63|6.99|14.88|6.71
HAHTX|6.09|7.32|15.21|6.91
HAHYX|6.15|7.38|15.25|7.10
HIPAX|-11.44|1.80|4.15|3.94
HIPBX|-12.40|1.72|3.96|3.64
HIPCX|-8.86|2.60|4.31|3.63
HIPIX|-7.02|3.65|5.37|4.64
HIPRX|-7.60|3.02|4.71|4.07
HIPSX|-7.35|3.32|5.04|4.36
HIPTX|-7.03|3.66|5.33|4.57
HIPYX|-6.92|3.76|5.45|4.74
HNCAX|6.92|4.55|14.11|3.59
HNCBX|7.25|4.81|14.36|3.43
HNCCX|11.26|5.73|14.54|3.41
HNCJX|13.49|6.87|15.77|4.44
HNCRX|13.07|6.40|15.18|3.93
HNCSX|13.40|6.76|15.58|4.25
HNCTX|13.71|7.07|15.92|4.49
HNCYX|13.81|7.14|16.04|4.71
IHOAX|4.71|3.48|13.69|7.10
HIOBX|4.93|3.72|13.93|6.98
HIOCX|8.99|4.68|14.14|6.91
IHOIX|11.18|5.81|15.37|7.93
IHORX|10.58|5.22|14.71|7.44
IHOSX|10.90|5.57|15.11|7.80
IHOTX|11.24|5.87|15.44|8.00
HAOYX|11.34|5.98|15.55|8.28
HNSAX|16.53|8.52|18.99|8.42
HNSBX|17.46|8.95|19.28|8.29
HNSCX|21.50|9.80|19.43|8.23
HNSJX|23.81|11.07|20.84|9.32
HNSRX|23.19|10.49|20.20|8.83
HNSSX|23.55|10.81|20.53|9.12
HNSTX|23.94|11.14|20.80|9.24
HNSYX|24.05|11.18|20.94|9.57
HILAX|12.69|6.57||
HILCX|17.47|7.85||
HILIX|19.79|9.01||
HILRX|19.15|8.35||
HILSX|19.46|8.69||
HILTX|19.77|9.00||
HILYX|21.64|9.69||
HFMCX|21.50|12.02|19.15|9.42
HAMBX|22.42|12.38|19.31|9.16
HMDCX|26.65|13.35|19.66|9.28
HFMIX|28.88|14.44|20.85|10.19
HFMRX|28.23|13.85|20.20|9.76
HFMSX|28.64|14.19|20.56|10.07
HFMTX|28.99|14.53|20.90|10.22
HMDYX|29.09|14.66|21.06|10.54
HMVAX|16.59|11.16|22.61|8.21
HMVBX|17.39|11.62|22.94|8.03
HMVCX|21.44|12.45|23.09|8.02
HMVJX|23.73|13.63|24.34|8.97
HMVRX|23.02|13.02|23.75|8.57
HMVSX|23.45|13.38|24.11|8.87
HMVTX|23.73|13.69|24.37|8.98
HMVYX|23.87|13.82|24.54|9.30
HHMAX|-5.73|5.06|7.68|
HHMBX|-6.92|4.99|7.52|
HHMCX|-3.10|5.88|7.83|
HHMIX|-1.15|6.93|8.93|
HQBAX|-5.11|||
HQBCX|-2.33|||
HQBIX|-0.35|||
HQBRX|-1.09|||
HQBSX|-0.79|||
HQBTX|-0.48|||
HQBYX|-0.35|||
HABMX||||
HABNX||||
HABOX||||
HABFX||||
HABQX||||
HABRX||||
HABPX||||
HSDAX|-0.65|1.66|3.86|2.64
HSDBX|-3.50|1.52|3.71|2.35
HSDCX|-0.48|1.56|3.48|2.07
HSDIX|1.66|2.64|4.55|2.98
HSDRX|1.08|2.03|3.97|2.57
HSDSX|1.38|2.36|4.28|2.85
HSDTX|1.59|2.56|4.40|2.91
HSDYX|1.73|2.67|4.60|3.14
IHSAX|25.50|12.70|20.26|8.41
HSCBX|26.77|13.20|20.58|8.26
HSMCX|30.88|14.02|20.74|8.22
IHSIX|33.10|15.13|21.92|9.24
IHSRX|32.59|14.67|21.39|8.78
IHSSX|32.94|15.00|21.76|9.11
IHSUX|33.39|15.34|22.10|9.33
HSCYX|33.46|15.45|22.24|9.56
HSMAX|16.88|12.02|22.10|
HSMBX|17.65|12.49|22.46|
HTSCX|21.66|13.27|22.63|
HSMRX|23.34|13.91|23.21|
HSMSX|23.75|14.24|23.55|
HSMTX|24.15|14.53|23.74|
HSMYX|24.03|14.61|24.01|
HSNAX|-4.28|3.81|9.09|
HSNBX|-5.44|3.65|8.94|
HSNCX|-1.39|4.63|9.30|
HSNIX|0.38|5.64|10.39|
HSNRX|-0.14|5.08|9.78|
HSNSX|0.13|5.37|10.07|
HSNTX|0.43|5.62|10.23|
HSNYX|0.59|5.75|10.47|
HTTAX|-1.92|3.37|10.92|
HTTRX|3.55|5.17|12.04|
HTTSX|3.81|5.46|12.33|
HTTTX|3.99|5.55|12.42|
HTTYX|4.01|5.53|12.42|
HTJRX|4.93|5.76|12.72|
HTJSX|5.26|6.07|13.05|
HTJTX|5.42|6.15|13.13|
HTJYX|5.34|5.90|12.80|
HTWAX|1.06|4.41|12.50|
HTWRX|6.60|6.17|13.58|
HTWSX|6.97|6.50|13.90|
HTWTX|7.13|6.61|14.01|
HTWYX|7.04|6.58|13.99|
HTKRX|8.34|7.04|14.11|
HTKSX|8.68|7.35|14.46|
HTKTX|8.85|7.48|14.55|
HTKYX|8.84|7.21|14.22|
HTHAX|4.29|5.80|13.76|
HTHRX|9.98|7.59|14.86|
HTHSX|10.29|7.91|15.21|
HTHTX|10.55|8.02|15.30|
HTHYX|10.63|8.03|15.32|
HTLRX|11.80|8.70|16.16|
HTLSX|12.13|9.05|16.52|
HTLTX|12.31|9.14|16.59|
HTLYX|12.37|9.15|16.60|
HTMRX|12.18|8.48|16.31|
HTMSX|12.50|8.78|16.66|
HTMTX|12.67|8.89|16.74|
HTMZX|12.74|8.66|16.42|
HTNRX|12.04|8.11|16.31|
HTNSX|12.43|8.46|16.67|
HTNTX|12.60|8.51|16.74|
HTNZX|12.60|8.30|16.43|
HTPRX|12.12|7.96|16.18|
HTPSX|12.42|8.28|16.54|
HTPTX|12.67|8.39|16.62|
HTPYX|12.67|8.13|16.29|
ITBAX|-4.67|2.60|5.42|3.41
ITBBX|-5.80|2.47|5.27|3.13
HABCX|-1.90|3.45|5.63|3.16
ITBIX|0.09|4.51|6.69|4.11
ITBRX|-0.48|3.90|6.11|3.63
ITBUX|-0.18|4.19|6.41|3.89
ITBTX|0.12|4.53|6.72|4.10
HABYX|0.22|4.60|6.84|4.33
HTIAX|-5.45|3.03|7.10|3.72
HTIBX|-6.53|2.94|6.99|3.43
HTICX|-2.69|3.87|7.30|3.43
HTIIX|-0.73|4.80|8.21|4.25
HTIRX|-1.29|4.33|7.80|3.93
HTISX|-0.99|4.63|8.10|4.20
HTITX|-0.69|4.87|8.25|4.27
HTIYX|-0.69|4.92|8.42|4.49
HVFAX|12.33|9.53|15.81|6.68
HVFBX|13.09|9.93|16.07|6.50
HVFCX|16.99|10.78|16.29|6.49
HVFIX|18.96|11.87|17.41|7.48
HVFRX|18.56|11.35|16.86|7.02
HVFSX|18.95|11.68|17.20|7.32
HVFTX|19.19|11.99|17.55|7.55
HVFYX|19.26|12.08|17.67|7.74
HWDAX|-3.80|||
HWDCX|-1.08|||
HWDIX|0.98|||
HWDRX|0.34|||
HWDSX|0.62|||
HWDTX|1.00|||
HWDYX|1.08|||
APHAX|1.78|1.15|5.41|2.18
APHCX|5.01|2.12|5.78|2.02
ALPIX|7.89|3.68|7.09|3.12
ALPHX|6.85|2.90|6.61|2.89
HHSIX|8.19|||
HFIAX|-0.75|||
HFICX|2.43|||
HFINX|4.63|||
HLSAX|4.28|||
HLSIX|10.11|||
HMFAX|-7.13|-0.97||
HMFIX|4.38|||
HULAX|-5.43|2.07|2.38|2.69
HULCX|-3.23|2.71|2.41|2.28
HULYX|-1.30|3.69|3.43|3.33
HCXSX||||
HCUSX||||
HCASX||||
HDOIX||||
HPEIX||||
HINVX|6.46|3.06||
HNSVX|19.99|10.40|19.24|9.37
HRSVX|19.56|10.04|18.87|9.16
HNTVX|26.22|11.31|20.81|6.57
HRTVX|26.02|11.12|20.59|6.44
HNVIX|20.00|10.66|18.31|9.36
HRVIX|19.65|10.35|17.97|9.19
HGAAX|29.73|-1.94|1.82|1.44
HGACX|2.22|||
HGAIX|4.44|||
HDAVX|6.23|||
HDCVX|9.99|||
HDIVX|12.06|||
HEMAX|-11.54|-5.63||
HEMCX|-7.91|-4.51||
HEMIX|-6.03|-3.56||
HFEAX|23.89|5.60|25.33|11.89
HFEBX|25.38|5.67|25.69|11.70
HFECX|29.42|6.88|25.86|11.72
HFEIX|31.78|8.02|27.17|12.71
HFQAX|3.85|6.96|11.51|
HFQCX|8.29|8.28|12.00|
HFQIX|10.46|9.37|13.14|
HFGAX|17.11|6.93|21.62|8.61
HFGBX|18.23|7.04|21.93|8.41
HFGCX|22.32|8.23|22.15|8.43
HFGIX|24.56|9.36|23.40|9.40
HYOAX||||
HYOCX||||
HYOIX||||
HFOAX|12.49|5.23|12.87|7.36
HFOBX|13.34|5.26|13.06|7.18
HFOCX|17.45|6.50|13.33|7.18
HFOIX|19.65|7.62|14.52|8.15
HFORX|18.97|6.96|13.85|7.71
HFAAX|0.06|3.99|13.36|3.99
HFABX|-0.80|3.63|13.40|3.74
HFACX|3.27|4.87|13.57|3.67
HFAIX|5.25|5.91|14.62|4.56
HUNAX||||
HUNCX||||
HUNIX||||
HCBIX|1.58|4.42|6.24|5.13
HCBFX|1.34|4.17|5.98|4.89
HILGX|23.81|13.78||
HFLGX|23.56|13.49||
HEIIX|10.49|10.95|13.68|7.97
HEIFX|10.09|10.67|13.39|7.71
HFCIX|24.65|17.39|24.58|11.77
HFCSX|24.28|17.04|24.21|11.56
GASFX|20.60|18.21|19.55|12.53
HLFNX|27.62|11.61|18.00|4.51
HLVIX|15.76|12.47|16.28|5.60
HLVFX|15.36|12.03|15.84|5.41
HISFX|23.50|10.08|15.96|5.21
HSFNX|23.09|9.82|15.78|5.07
HTCIX|-1.49|13.52|-2.07|
HTECX|25.73|7.38|17.41|5.46
HBFBX|6.19|6.71|11.07|3.31
HDOGX|10.66|11.09|15.53|4.64
HICGX|23.12|15.75|15.54|4.14
HFCGX|22.75|15.41|15.15|3.94
HIMDX|16.77|14.93|21.49|10.95
HFMDX|16.43|14.51|21.03|10.71
HICVX|16.07|13.22|23.03|6.43
HFCVX|15.70|12.88|22.68|6.26
HJPIX|20.23|11.45|15.67|6.99
HJPNX|19.94|11.11|15.43|6.81
HJPSX|29.84|12.45|16.79|
HEQCX|22.17|10.95|16.10|6.11
HEQFX|21.45|10.40|15.75|5.95
HFRAX|10.49|9.47|11.92|2.14
HFRCX|12.93|10.28|12.16|2.00
HFRZX|14.92|11.17|13.08|2.85
HEOAX|8.58|4.64|6.55|
HEOCX|13.14|5.99|7.17|
HEOZX|15.21|6.94|8.06|
HHCAX|41.89|9.47|8.55|
HHCCX|48.23|10.88|9.15|
HHCZX|50.73|11.93|10.12|
SNLN|1.48|0.97|0.62|
HDFAX|9.29|||
HDFCX|14.19|||
HDFYX|16.39|||
HEFAX|5.98|||
HEFCX|10.74|||
HEFRX|12.23|||
HEFYX|12.82|||
HFBAX|-3.96|2.24|4.53|3.46
HFBCX|-1.50|2.94|4.66|3.13
HFBRX|0.05|3.52|5.20|3.65
HFBYX|0.55|4.02|5.70|4.17
HCOAX|18.43|10.80|16.40|6.56
HCOCX|23.79|12.12|16.89|6.39
HCORX|25.36|12.89|17.61|6.98
HCOYX|26.02|13.28|18.07|7.55
HPEAX|16.40|12.70|19.65|5.78
HPECX|21.54|14.08|20.16|5.61
HPERX|23.18|14.65|20.76|6.14
HPEYX|23.78|15.23|21.37|6.68
HSZAX|15.34|12.08|20.77|7.32
HSZCX|20.34|13.43|21.29|7.14
HSZRX|22.15|14.24|22.06|7.76
HSZYX|22.61|14.58|22.54|8.25
HTXAX|-6.06|2.57|2.86|2.63
HTXCX|-3.57|3.27|2.98|2.30
HTXYX|-1.68|4.31|3.99|3.32
HTAAX|3.55|4.01|9.65|3.98
HTACX|8.10|5.31|10.14|3.82
HTARX|9.77|5.88|10.72|4.35
HTAYX|10.16|6.36|11.23|4.92
HCMAX|23.04|8.27|18.65|5.32
HOLBX|13.35|9.92|12.46|5.25
HDIXX||||
HNASX|35.54|16.92|24.02|8.43
HISIX|12.72|4.22|11.68|6.09
HOSBX|1.79|2.70|5.68|3.88
HOSGX|0.03|1.03|1.73|2.56
HSCSX|26.55|16.62|28.41|11.64
HSTIX|20.83|13.33|18.57|6.21
HOVLX|22.55|13.74|19.07|7.88
HWIAX|10.86|11.89||
HWIIX|16.71|12.97||
HWCAX|18.47|10.90|21.29|
HWCCX|23.10|12.04|21.68|
HWCIX|25.28|13.15|22.89|
HWGAX|18.93|||
HWGIX|25.79|||
HWHAX|3.38|7.11||
HWHCX|5.64|7.66||
HWHIX|7.66|8.81||
HWLAX|20.71|11.81|21.61|4.73
HWLCX|25.38|12.98|22.04|4.56
HWLIX|27.76|14.12|23.25|5.58
HWLRX|27.08|13.55|22.63|5.03
HWMAX|20.74|15.86|30.06|9.17
HWMCX|25.47|17.07|30.53|9.03
HWMIX|27.75|18.26|31.78|10.04
HWMRX|27.15|17.70|31.16|9.50
HWSAX|22.40|13.17|30.71|7.89
HWSCX|27.24|14.37|31.19|7.76
HWSIX|29.52|15.52|32.45|8.74
HWAAX|18.66|12.93|30.40|8.48
HWACX|23.29|14.11|30.85|8.31
HWAIX|25.55|15.26|32.12|9.33
RESCX|25.01|16.07|25.01|11.84
HCGAX|-11.72|||
HCGIX|-7.07|||
HBESX|-6.98|||
HBMAX|-19.81|||
HBMIX|-15.49|||
HBMSX|-15.40|||
HSFAX|12.94|||
HSFIX|19.26|||
HOTAX|20.16|11.70|19.11|
HOTBX|21.48|12.25|19.44|
HOTCX|24.51|12.75|19.45|
HOTYX|26.73|13.90|20.63|
HSOAX|18.10|13.49|23.07|10.81
HOPBX|19.42|14.12|23.40|10.54
HOPCX|22.52|14.65|23.44|10.57
REAXX||||
HSMXX||||
HMMXX||||
HIMXX||||
HSIXX||||
RMYXX||||
HRMBX|0.30|||
HRMRX|5.66|||
HRMSX|5.77|||
HTRAX|-6.80|||
HTRIX|-1.80|||
HTRSX|-1.70|||
FTRXX||||
HUBXX||||
HGDXX||||
HGIXX||||
RGYXX||||
HWAXX||||
HTDXX||||
HBIXX||||
HTYXX||||
HAAGX|6.96|5.32|14.46|
HBAGX|7.64|5.73|14.78|
HCAGX|10.74|6.35|14.77|
HAGRX|2.83|4.75|13.15|
HSBGX|3.43|5.18|13.48|
HCGRX|6.41|5.78|13.48|
HACGX|-2.70|2.88|8.58|
HBCGX|-2.22|3.29|8.88|
HCCGX|0.68|3.90|8.91|
HINAX|-4.23|||
HINBX|-4.09|||
HINCX|-1.12|||
HSAMX|-0.35|3.69|11.03|
HSBMX|0.21|4.10|11.35|
HSCMX|3.21|4.72|11.38|
HBAFX|3.11|4.22||
HCAFX|-2.72|1.51||
HDEAX|2.02|||
HDETX|7.35|||
HDCAX|8.10|9.03|15.95|4.99
HDCEX|11.62|9.98|16.21|4.71
HDCTX|13.76|11.11|17.39|5.76
HFIIX|-4.35|1.51|3.16|3.32
HFISX|-0.42|3.06|4.21|3.96
HGSAX|-4.15|-3.44||
HGSIX|0.85|-1.63||
HGRFX|6.24|5.67||
HIGAX|-3.39|||
HGGCX|0.52|||
HMGCX|-5.17|0.09|1.35|2.58
HMGIX|-1.22|1.62|2.37|3.22
HIEAX|5.59|2.37|11.19|6.07
HIETX|11.21|4.32|12.56|6.87
HFIXX||||
HFDXX||||
HUMSX|-3.74|0.95|2.78|2.98
HMTGX|0.26|2.48|3.83|3.65
HOBXX||||
HFXXX||||
HOHFX|-5.54|1.67|1.66|1.94
HOHTX|-1.66|3.23|2.69|2.58
HRSAX|-2.50|-1.72|10.18|
HRSTX|2.47|0.09|11.51|
HRIAX|12.06|8.20|14.47|5.17
HRITX|17.87|10.22|15.85|5.93
HSIFX|0.58|1.32|2.71|2.47
HSIAX|-1.17|0.55|2.15|2.06
HSUAX|11.25|11.66|21.52|9.73
HSUCX|14.99|12.67|21.81|9.45
HSUTX|17.08|13.78|23.01|10.54
HFTXX||||
HFLXX||||
HUIXX||||
HTTXX||||
HWAFX|-6.04|||
HWICX|-2.93|||
HWITX|-1.12|||
HECO|-4.00|-2.39|-2.27|
HUSE|-3.46|-2.15|-2.68|
HSDVX|2.68|||
HSGFX|-3.80|-4.99|-3.40|-0.95
HSIEX|2.28|-0.48||
HSTRX|-4.95|-0.34|2.21|4.72
IPCAX|-4.40|-1.72|13.93|5.55
ICPCX|-0.29|-0.50|14.42|5.42
ICARX|1.61|0.48|15.54|6.46
IOBAX|-3.50|1.98|4.92|3.33
IOBCX|-0.21|2.99|5.48|3.61
IOBZX|1.47|3.87|6.39|4.45
ICCAX|14.78|17.07|26.26|5.47
ICCEX|19.72|18.82|27.01|5.39
ICCCX|22.10|20.21|28.39|6.49
ICRAX|3.20|9.45|17.38|4.63
ICLCX|7.75|10.50|17.70|4.38
ICLEX|9.88|11.60|18.88|5.43
ICEAX|0.90|1.23|10.47|11.78
ICEEX|5.30|2.45|10.95|11.60
ICENX|7.40|3.60|12.12|12.76
IEQAX|7.80|7.79|14.81|4.54
IOECX|12.52|9.11|15.30|4.57
IOEZX|14.66|10.20|16.47|5.59
IERAX|3.29|1.76|11.71|4.70
ICUCX|7.77|3.00|12.20|4.57
ICSEX|9.74|4.02|13.31|5.63
ICFAX|12.58|6.19|12.48|-1.89
ICOCX|19.13|7.84|13.21|-1.94
ICFSX|19.69|8.70|14.16|-1.03
ICNAX|11.33|8.30|14.52|2.08
ICNCX|16.30|9.95|15.71|2.70
ICNZX|18.37|10.74|16.34|3.36
ICHAX|29.67|20.83|17.88|7.39
ICHEX|35.66|22.36|18.41|7.22
ICHCX|38.05|23.75|19.66|8.33
ICIAX|16.92|7.75|16.22|6.26
ICICX|21.83|9.46|16.97|6.20
ICTRX|24.21|10.69|18.23|7.31
ICTTX|8.76|6.63|16.25|2.10
ICTFX|13.79|8.05|16.81|1.96
ICTEX|16.03|9.27|18.06|3.02
IIQAX|-0.52|-2.96|10.64|4.09
IIQCX|3.84|-1.74|11.14|3.70
ICNEX|5.88|-0.66|12.37|5.10
ISTAX|13.75|10.04|11.89|3.43
IOLCX|18.74|11.38|12.36|3.44
IOLZX|20.96|12.55|13.56|4.44
ICBAX|13.26|5.00|17.01|9.91
ICBCX|18.29|6.32|17.56|9.75
ICBMX|20.63|7.49|18.79|10.88
ICONX|28.69|||
IOCAX|3.22|4.02|7.46|2.50
IOCCX|7.63|5.27|7.91|2.50
IOCZX|9.73|6.32|9.01|3.54
ICTVX|4.10|8.22|9.23|6.90
ICTZX|8.61|9.80|9.83|6.80
ICTUX|10.72|10.85|10.87|7.84
CIMAX|5.92|8.26|13.95|6.29
CIMBX|6.49|8.43|14.15|6.05
CIMCX|10.45|9.57|14.38|6.06
CIMEX|12.03|10.13|14.99|6.61
CIMFX|12.57|10.66|15.56|7.10
AMECX|5.95|8.37|14.04|6.38
IFABX|6.61|8.58|14.29|6.20
IFACX|10.60|9.66|14.48|6.14
IFAFX|12.36|10.44|15.34|6.95
AMEFX|12.61|10.71|15.63|7.07
RIDAX|11.52|9.63|14.46|6.12
RIDBX|11.56|9.63|14.43|6.10
RIDCX|12.05|10.11|14.96|6.60
RIDEX|12.36|10.45|15.33|6.93
RIDFX|12.68|10.78|15.69|7.25
RIDGX|12.73|10.83|15.69|7.15
INDEX|-4.74|-0.20|11.15|
FIVEX|0.32|0.93|12.33|
KROO|-4.54|-6.57|-6.24|
CNDA|-4.54|-2.42|-2.34|
CROP|-4.00|-5.27|-4.15|
IOIL|-4.00|-5.36|-5.78|
GRES|-4.00|-0.25|-0.70|
MCRO|-1.47|-1.19|-1.37|
QMN|1.48|0.35|0.24|
QAI|-1.47|-0.76|-0.73|
MNA|1.48|1.27|1.09|
CPI|-1.47|0.61|0.15|
ROOF|-4.00|1.68|1.87|
IQHIX|5.96|3.57|5.95|
IQHOX|5.55|3.14|5.56|
LEXCX|18.62|15.33|18.72|10.16
NLCAX|12.12|12.10|19.16|5.97
NLCBX|13.17|12.82|19.59|5.90
NLCCX|17.14|13.60|19.79|5.90
PLCIX|19.37|14.75|20.98|7.02
IGOWX|19.30|14.74|20.93|6.86
IEDAX|11.43|10.60|17.57|
IBEDX|12.33|11.18|17.97|
IEDCX|16.27|11.96|18.19|
IEDIX|18.51|13.18|19.20|
ILVOX|18.22|12.80|18.97|
IEDRX|17.98|12.59|18.72|
IEDZX|18.51|12.90|19.03|
IWEDX|18.46|13.10|19.26|
IMCVX|22.36|||
NMCAX|13.07|10.06|21.48|9.49
NMCBX|14.14|10.60|21.80|9.33
NMCCX|18.08|11.41|22.01|9.32
NMCOX|20.02|12.25|22.93|10.12
IMORX|19.71|11.98|22.63|9.87
IMOZX|20.30|12.36|23.00|10.17
IMOWX|20.28|12.54|23.22|10.27
NMCIX|20.47|12.73|23.46|10.61
CLARX|-3.26|6.73|20.22|8.27
CRBCX|-3.20|7.17|20.54|8.10
CRCRX|0.85|8.04|20.75|8.09
IDROX|2.64|8.86|21.69|8.91
CRWRX|2.36|8.60|21.38|8.69
IREWX|2.89|9.13|22.01|9.23
CRARX|2.90|9.19|22.02|9.25
NSPAX|18.43|13.08|22.11|9.03
NSPBX|19.70|13.70|22.45|8.85
NSPCX|23.73|14.47|22.64|8.85
NSPIX|26.10|15.77|24.10|10.16
ISORX|25.35|15.04|23.25|9.40
ISOZX|25.96|15.42|23.62|9.70
ISOWX|25.99|15.62|24.00|9.88
IFRAX|1.81|3.92||
IFRCX|2.64|4.02||
IFRIX|4.68|5.06||
IFRPX|4.97|4.98||
IFRRX|4.16|4.51||
IFRWX|4.67|5.12||
LEXNX|-2.51|2.29|3.67|4.01
LEXBX|-5.61|1.44|3.07|3.50
LEGNX|-1.75|2.37|3.42|3.49
LEINX|0.24|3.44|4.49|4.58
IGMWX|0.24|3.41|4.46|4.44
IHYAX|4.27|8.05|15.34|6.61
INYBX|1.15|7.29|14.83|6.06
IMYCX|5.02|8.12|15.04|6.07
IHYIX|7.19|9.30|16.90|7.31
IHYPX|7.55|9.18|16.06|6.94
IHYWX|7.25|9.35|16.17|6.99
IIBAX|-1.40|4.69|7.51|4.12
IIBBX|-4.56|3.85|6.94|3.60
IICCX|-0.72|4.79|7.23|3.59
IICIX|1.47|5.90|8.39|4.72
IDBOX|1.12|5.58|8.05|4.38
IIBOX|0.87|5.31|7.78|4.15
IIBZX|1.28|5.63|8.09|4.40
IIBWX|1.38|6.25|8.58|4.77
IASBX|-1.30|||
ICSBX|-0.46|||
IISBX|1.54|||
IGZAX|1.29|||
IWSBX|1.47|||
ISIAX|21.28|3.54|3.27|6.99
ISICX|-0.71|||
IISIX|1.32|||
ISIRX|0.75|||
ISIWX|1.08|||
IADEX|-9.35|||
ICDEX|-8.46|||
IIDEX|-6.73|||
IWDEX|-6.70|||
IFFAX|0.25|0.93|11.71|
IFFBX|0.52|1.16|11.92|
IFFCX|4.52|2.14|12.21|
IFFIX|6.49|3.15|13.35|
IFFOX|6.32|2.93|13.12|
IFFRX|6.01|2.68|12.79|
IDFWX|6.62|3.18|13.38|
IFCAX|-15.43|-6.87|9.95|
IFCBX|-14.87|-6.55|10.15|
IFCCX|-11.72|-5.71|10.44|
IFCIX|-9.89|-4.66|11.70|
IFCOX|-10.25|-5.00|11.26|
IFCWX|-10.05|-4.81|11.40|
IEMHX|-13.81|||
IEMEX|-13.77|||
IEMJX|-10.11|||
IEMGX|-8.21|||
IEMKX|-8.66|||
IEMLX|-8.33|||
INGBX|-4.57|1.86|4.80|
IGBBX|-7.59|1.07|4.20|
IGBCX|-3.82|1.94|4.54|
IGBIX|-1.96|3.04|5.67|
IGBOX|-2.16|2.72|5.34|
IGBRX|-2.45|2.40|5.03|
IGBZX|-1.89|2.80|5.39|
IGBWX|-1.99|2.98|5.56|
IAGEX|5.65|6.33|13.05|5.19
IBGEX|6.34|6.78|13.31|5.03
ICGEX|10.27|7.64|13.55|5.04
IGEIX|12.52|8.89|14.87|6.11
IDGEX|12.12|8.47|14.41|5.82
IGEWX|12.42|8.71|14.73|6.01
LEXMX|-3.67|-5.03|8.94|6.40
IRGNX|2.57|-2.79|10.66|7.32
IGNWX|2.37|-2.91|10.51|7.22
IAFAX|1.31|1.58|9.79|4.51
IAFBX|1.67|1.88|9.98|4.33
ICFCX|5.67|2.81|10.25|4.34
IAFIX|7.88|4.03|11.54|5.52
IFFWX|7.77|3.77|11.36|5.29
IAPVX||||
ICPVX||||
IIPVX||||
IRPVX||||
IWPVX||||
IGLAX|-5.41|3.86|15.08|7.13
IGBAX|-5.23|4.24|15.35|6.96
IGCAX|-1.40|5.13|15.58|6.96
IGLIX|0.58|6.22|16.84|8.07
IDGTX|0.30|5.92|16.45|7.76
IGARX|0.12|5.67|16.17|7.50
IRGWX|0.61|6.20|16.77|7.95
IICFX|9.32|||
IICWX|9.43|||
IIRAX|-6.05|3.05|13.30|
IIRBX|-5.81|3.37|13.53|
IIRCX|-2.03|4.27|13.81|
IIRIX|-0.12|5.41|14.97|
IIRWX|-0.17|5.32|15.02|
NTKLX|13.07|5.22|18.45|7.75
NAPBX|14.20|5.74|18.88|7.67
NARCX|18.21|6.63|19.08|7.67
NAPIX|20.56|7.83|20.44|8.80
NAPOX|20.10|7.44|19.99|8.46
ISCWX|20.41|7.70|20.31|8.64
NAWGX|4.04|-0.51|13.67|8.01
NAWBX|4.54|-0.19|13.93|7.88
NAWCX|8.53|0.72|14.16|7.88
NAWIX|10.64|1.72|15.36|8.92
IGVWX|10.63|1.75|15.30|8.78
IIGIX|8.94|5.67||
LETRX|-17.74|-11.22|20.37|8.27
IIRFX|-12.58|-9.25|22.07|9.03
IWRFX|-12.50|-9.29|21.94|8.97
IMCDX|-1.59|||
IHCSX|-4.65|||
ILCDX|-16.47|||
IIGPX|3.79|5.33|7.74|
ISCFX|3.92|5.37|7.77|
IRSJX|9.25|||
IRSLX|10.46|||
IRSMX|12.09|||
IRSNX|12.55|||
IRSOX|13.71|||
IRSPX|14.08|||
IRSQX|14.12|||
IRSVX|14.18|||
ISOLX|5.93|||
ATLAX|1.60|4.47|10.17|3.84
ALYBX|2.00|4.87|10.41|3.68
ACLGX|5.95|5.75|10.68|3.68
ALEGX|8.10|6.89|11.83|4.74
IDSIX|7.85|6.56|11.54|4.46
IAFWX|8.08|6.86|11.80|4.73
AAGIX|13.98|10.53|16.63|6.30
AGINX|15.13|11.08|16.93|6.14
AEICX|19.10|11.90|17.15|6.14
AEGIX|21.40|13.12|18.39|7.24
IDFOX|20.97|12.73|18.01|6.93
